cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
26,Sonora,0,Estatal,1002000011,Edad mediana hombres,2000,23,No especificada
26,Sonora,0,Estatal,1002000011,Edad mediana hombres,2005,25,No especificada
26,Sonora,0,Estatal,1002000011,Edad mediana hombres,2010,26,No especificada
26,Sonora,0,Estatal,1002000011,Edad mediana hombres,2020,29,No especificada
26,Sonora,0,Estatal,1002000012,Edad mediana mujeres,1995,22,No especificada
26,Sonora,0,Estatal,1002000012,Edad mediana mujeres,2000,24,No especificada
26,Sonora,0,Estatal,1002000012,Edad mediana mujeres,2005,25,No especificada
26,Sonora,0,Estatal,1002000012,Edad mediana mujeres,2010,27,No especificada
26,Sonora,0,Estatal,1002000012,Edad mediana mujeres,2020,30,No especificada
26,Sonora,0,Estatal,1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,1995,ND,Promedio
26,Sonora,0,Estatal,1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,2000,2.56,Promedio
26,Sonora,0,Estatal,1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,2005,2.45,Promedio
26,Sonora,0,Estatal,1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,2010,2.3,Promedio
26,Sonora,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
26,Sonora,0,Estatal,1002000014,Población en hogares censales,2000,2186099,Personas
26,Sonora,0,Estatal,1002000014,Población en hogares censales,2005,2320521,Personas
26,Sonora,0,Estatal,1002000014,Población en hogares censales,2010,2620624,Personas
26,Sonora,0,Estatal,1002000014,Población en hogares censales,2015,2850330,Personas
26,Sonora,0,Estatal,1002000014,Población en hogares censales,2020,2924641,Personas
26,Sonora,0,Estatal,1002000015,Población en hogares familiares,1995,ND,No especificada
26,Sonora,0,Estatal,1002000015,Población en hogares familiares,2000,2139036,No especificada
26,Sonora,0,Estatal,1002000015,Población en hogares familiares,2005,2253523,No especificada
26,Sonora,0,Estatal,1002000015,Población en hogares familiares,2010,2534090,No especificada
26,Sonora,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,No especificada
26,Sonora,0,Estatal,1002000016,Población en hogares no familiares,2000,45783,No especificada
26,Sonora,0,Estatal,1002000016,Población en hogares no familiares,2005,63841,No especificada
26,Sonora,0,Estatal,1002000016,Población en hogares no familiares,2010,84170,No especificada
26,Sonora,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
26,Sonora,0,Estatal,1002000018,Hogares censales,2000,535743,Hogares censales
26,Sonora,0,Estatal,1002000018,Hogares censales,2005,606332,Hogares censales
26,Sonora,0,Estatal,1002000018,Hogares censales,2010,705668,Hogares censales
26,Sonora,0,Estatal,1002000018,Hogares censales,2015,814820,Hogares censales
26,Sonora,0,Estatal,1002000018,Hogares censales,2020,876333,Hogares censales
26,Sonora,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
26,Sonora,0,Estatal,1002000019,Hogares con jefatura masculina,2000,425508,Hogares
26,Sonora,0,Estatal,1002000019,Hogares con jefatura masculina,2005,464044,Hogares
26,Sonora,0,Estatal,1002000019,Hogares con jefatura masculina,2010,524130,Hogares
26,Sonora,0,Estatal,1002000019,Hogares con jefatura masculina,2015,556258,Hogares
26,Sonora,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
26,Sonora,0,Estatal,1002000020,Hogares con jefatura femenina,2000,110235,Hogares
26,Sonora,0,Estatal,1002000020,Hogares con jefatura femenina,2005,142288,Hogares
26,Sonora,0,Estatal,1002000020,Hogares con jefatura femenina,2010,181538,Hogares
26,Sonora,0,Estatal,1002000020,Hogares con jefatura femenina,2015,258562,Hogares
26,Sonora,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Número de personas
26,Sonora,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.08,Número de personas
26,Sonora,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.83,Número de personas
26,Sonora,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.71,Número de personas
26,Sonora,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.5,Número de personas
26,Sonora,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.33736262356889,Número de personas
26,Sonora,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,No especificada
26,Sonora,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.21,No especificada
26,Sonora,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,3.97,No especificada
26,Sonora,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.85,No especificada
26,Sonora,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,No especificada
26,Sonora,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.59,No especificada
26,Sonora,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.37,No especificada
26,Sonora,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.32,No especificada
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1910,106.5,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1921,102.6,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1930,102,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1940,99.1,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1950,100.4,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1960,102.2,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1970,100.8,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1990,100.7,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,1995,101.19,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,2000,100.38,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,2005,100.12,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,2010,101.27,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,2015,97.951818,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000024,Relación hombres-mujeres,2020,99.9,Hombres por cada 100 mujeres
26,Sonora,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,95.4962930175943,Porcentaje
26,Sonora,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,96.25,Porcentaje
26,Sonora,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,96.6749699434904,Porcentaje
26,Sonora,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,98.3,Tasa
26,Sonora,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,99.16841,Tasa
26,Sonora,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.9978496933675,Tasa
26,Sonora,0,Estatal,1002000055,Población de edad no especificada,1990,14079,Número de personas
26,Sonora,0,Estatal,1002000055,Población de edad no especificada,1995,3465,Número de personas
26,Sonora,0,Estatal,1002000055,Población de edad no especificada,2000,15733,Número de personas
26,Sonora,0,Estatal,1002000055,Población de edad no especificada,2005,59952,Número de personas
26,Sonora,0,Estatal,1002000055,Población de edad no especificada,2010,20291,Número de personas
26,Sonora,0,Estatal,1002000055,Población de edad no especificada,2020,2725,Número de personas
26,Sonora,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,7054,Número de personas
26,Sonora,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,2035,Número de personas
26,Sonora,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,8243,Número de personas
26,Sonora,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,30074,Número de personas
26,Sonora,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,10164,Número de personas
26,Sonora,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,1364,Número de personas
26,Sonora,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,7025,Número de personas
26,Sonora,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,1430,Número de personas
26,Sonora,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,7490,Número de personas
26,Sonora,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,29878,Número de personas
26,Sonora,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,10127,Número de personas
26,Sonora,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,1361,Número de personas
26,Sonora,0,Estatal,1002000058,Población de 0 a 4 años,1990,213464,Número de personas
26,Sonora,0,Estatal,1002000058,Población de 0 a 4 años,1995,239515,Número de personas
26,Sonora,0,Estatal,1002000058,Población de 0 a 4 años,2000,244619,Número de personas
26,Sonora,0,Estatal,1002000058,Población de 0 a 4 años,2005,234936,Número de personas
26,Sonora,0,Estatal,1002000058,Población de 0 a 4 años,2010,250969,Número de personas
26,Sonora,0,Estatal,1002000058,Población de 0 a 4 años,2020,218345,Número de personas
26,Sonora,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,108387,Número de personas
26,Sonora,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,122220,Número de personas
26,Sonora,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,124895,Número de personas
26,Sonora,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,119774,Número de personas
26,Sonora,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,127915,Número de personas
26,Sonora,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,110604,Número de personas
26,Sonora,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,105077,Número de personas
26,Sonora,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,117295,Número de personas
26,Sonora,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,119724,Número de personas
26,Sonora,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,115162,Número de personas
26,Sonora,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,123054,Número de personas
26,Sonora,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,107741,Número de personas
26,Sonora,0,Estatal,1002000061,Población de 10 a 14 años,1990,222345,Número de personas
26,Sonora,0,Estatal,1002000061,Población de 10 a 14 años,1995,225173,Número de personas
26,Sonora,0,Estatal,1002000061,Población de 10 a 14 años,2000,228055,Número de personas
26,Sonora,0,Estatal,1002000061,Población de 10 a 14 años,2005,240901,Número de personas
26,Sonora,0,Estatal,1002000061,Población de 10 a 14 años,2010,256883,Número de personas
26,Sonora,0,Estatal,1002000061,Población de 10 a 14 años,2020,258791,Número de personas
26,Sonora,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,111941,Número de personas
26,Sonora,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,114032,Número de personas
26,Sonora,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,115733,Número de personas
26,Sonora,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,122616,Número de personas
26,Sonora,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,131336,Número de personas
26,Sonora,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,132191,Número de personas
26,Sonora,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,110404,Número de personas
26,Sonora,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,111141,Número de personas
26,Sonora,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,112322,Número de personas
26,Sonora,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,118285,Número de personas
26,Sonora,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,125547,Número de personas
26,Sonora,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,126600,Número de personas
26,Sonora,0,Estatal,1002000064,Población de 100 años y más,1990,249,Número de personas
26,Sonora,0,Estatal,1002000064,Población de 100 años y más,1995,183,Número de personas
26,Sonora,0,Estatal,1002000064,Población de 100 años y más,2000,291,Número de personas
26,Sonora,0,Estatal,1002000064,Población de 100 años y más,2005,214,Número de personas
26,Sonora,0,Estatal,1002000064,Población de 100 años y más,2010,224,Número de personas
26,Sonora,0,Estatal,1002000064,Población de 100 años y más,2020,197,Número de personas
26,Sonora,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,93,Número de personas
26,Sonora,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,63,Número de personas
26,Sonora,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,128,Número de personas
26,Sonora,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,87,Número de personas
26,Sonora,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,87,Número de personas
26,Sonora,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,83,Número de personas
26,Sonora,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,156,Número de personas
26,Sonora,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,120,Número de personas
26,Sonora,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,163,Número de personas
26,Sonora,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,127,Número de personas
26,Sonora,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,137,Número de personas
26,Sonora,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,114,Número de personas
26,Sonora,0,Estatal,1002000067,Población de 15 a 19 años,1990,217889,Número de personas
26,Sonora,0,Estatal,1002000067,Población de 15 a 19 años,1995,225130,Número de personas
26,Sonora,0,Estatal,1002000067,Población de 15 a 19 años,2000,218530,Número de personas
26,Sonora,0,Estatal,1002000067,Población de 15 a 19 años,2005,221592,Número de personas
26,Sonora,0,Estatal,1002000067,Población de 15 a 19 años,2010,251510,Número de personas
26,Sonora,0,Estatal,1002000067,Población de 15 a 19 años,2020,255716,Número de personas
26,Sonora,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,110096,Número de personas
26,Sonora,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,113890,Número de personas
26,Sonora,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,110432,Número de personas
26,Sonora,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,112152,Número de personas
26,Sonora,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,128406,Número de personas
26,Sonora,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,130755,Número de personas
26,Sonora,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,107793,Número de personas
26,Sonora,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,111240,Número de personas
26,Sonora,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,108098,Número de personas
26,Sonora,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,109440,Número de personas
26,Sonora,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,123104,Número de personas
26,Sonora,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,124961,Número de personas
26,Sonora,0,Estatal,1002000070,Población de 20 a 24 años,1990,181031,Número de personas
26,Sonora,0,Estatal,1002000070,Población de 20 a 24 años,1995,219665,Número de personas
26,Sonora,0,Estatal,1002000070,Población de 20 a 24 años,2000,210638,Número de personas
26,Sonora,0,Estatal,1002000070,Población de 20 a 24 años,2005,201924,Número de personas
26,Sonora,0,Estatal,1002000070,Población de 20 a 24 años,2010,228147,Número de personas
26,Sonora,0,Estatal,1002000070,Población de 20 a 24 años,2020,247003,Número de personas
26,Sonora,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,90097,Número de personas
26,Sonora,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,110207,Número de personas
26,Sonora,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,104754,Número de personas
26,Sonora,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,100958,Número de personas
26,Sonora,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,116320,Número de personas
26,Sonora,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,125586,Número de personas
26,Sonora,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,90934,Número de personas
26,Sonora,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,109458,Número de personas
26,Sonora,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,105884,Número de personas
26,Sonora,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,100966,Número de personas
26,Sonora,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,111827,Número de personas
26,Sonora,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,121417,Número de personas
26,Sonora,0,Estatal,1002000073,Población de 25 a 29 años,1990,150981,Número de personas
26,Sonora,0,Estatal,1002000073,Población de 25 a 29 años,1995,180457,Número de personas
26,Sonora,0,Estatal,1002000073,Población de 25 a 29 años,2000,195388,Número de personas
26,Sonora,0,Estatal,1002000073,Población de 25 a 29 años,2005,190619,Número de personas
26,Sonora,0,Estatal,1002000073,Población de 25 a 29 años,2010,207251,Número de personas
26,Sonora,0,Estatal,1002000073,Población de 25 a 29 años,2020,227896,Número de personas
26,Sonora,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,73717,Número de personas
26,Sonora,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,89374,Número de personas
26,Sonora,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,96583,Número de personas
26,Sonora,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,94060,Número de personas
26,Sonora,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,104540,Número de personas
26,Sonora,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,114152,Número de personas
26,Sonora,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,77264,Número de personas
26,Sonora,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,91083,Número de personas
26,Sonora,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,98805,Número de personas
26,Sonora,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,96559,Número de personas
26,Sonora,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,102711,Número de personas
26,Sonora,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,113744,Número de personas
26,Sonora,0,Estatal,1002000076,Población de 30 a 34 años,1990,133308,Número de personas
26,Sonora,0,Estatal,1002000076,Población de 30 a 34 años,1995,159506,Número de personas
26,Sonora,0,Estatal,1002000076,Población de 30 a 34 años,2000,172782,Número de personas
26,Sonora,0,Estatal,1002000076,Población de 30 a 34 años,2005,191733,Número de personas
26,Sonora,0,Estatal,1002000076,Población de 30 a 34 años,2010,205910,Número de personas
26,Sonora,0,Estatal,1002000076,Población de 30 a 34 años,2020,215004,Número de personas
26,Sonora,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,65544,Número de personas
26,Sonora,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,78380,Número de personas
26,Sonora,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,84967,Número de personas
26,Sonora,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,95041,Número de personas
26,Sonora,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,103146,Número de personas
26,Sonora,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,107455,Número de personas
26,Sonora,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,67764,Número de personas
26,Sonora,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,81126,Número de personas
26,Sonora,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,87815,Número de personas
26,Sonora,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,96692,Número de personas
26,Sonora,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,102764,Número de personas
26,Sonora,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,107549,Número de personas
26,Sonora,0,Estatal,1002000079,Población de 35 a 39 años,1990,108248,Número de personas
26,Sonora,0,Estatal,1002000079,Población de 35 a 39 años,1995,143298,Número de personas
26,Sonora,0,Estatal,1002000079,Población de 35 a 39 años,2000,154516,Número de personas
26,Sonora,0,Estatal,1002000079,Población de 35 a 39 años,2005,171077,Número de personas
26,Sonora,0,Estatal,1002000079,Población de 35 a 39 años,2010,202731,Número de personas
26,Sonora,0,Estatal,1002000079,Población de 35 a 39 años,2020,207000,Número de personas
26,Sonora,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,54143,Número de personas
26,Sonora,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,70923,Número de personas
26,Sonora,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,76116,Número de personas
26,Sonora,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,84559,Número de personas
26,Sonora,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,102169,Número de personas
26,Sonora,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,103839,Número de personas
26,Sonora,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,54105,Número de personas
26,Sonora,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1995,72375,Número de personas
26,Sonora,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2000,78400,Número de personas
26,Sonora,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2005,86518,Número de personas
26,Sonora,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2010,100562,Número de personas
26,Sonora,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2020,103161,Número de personas
26,Sonora,0,Estatal,1002000082,Población de 40 a 44 años,1990,82200,Número de personas
26,Sonora,0,Estatal,1002000082,Población de 40 a 44 años,1995,108710,Número de personas
26,Sonora,0,Estatal,1002000082,Población de 40 a 44 años,2000,131251,Número de personas
